time_s,generated_a_bits,generated_b_bits,delivered_bits,delivered_step_bits,pool_a_bits,pool_b_bits
288.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
290.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
292.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
294.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
296.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
298.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
300.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
302.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
304.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
306.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
308.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
310.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
312.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
314.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
316.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
318.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
320.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
322.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
324.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
326.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
328.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
330.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
332.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
334.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
336.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
338.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
340.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
342.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
344.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
346.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
348.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
350.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
352.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
354.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
356.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
358.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
360.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
362.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
364.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
366.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
368.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
370.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
372.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
374.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
376.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
378.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
380.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
382.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
384.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
386.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
388.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
